"exp1_trt","outcome1","compl1","female","age","income","religion","Hindu","imp_rel","education","ideol","empl_status","employed","marital","married","job_worry","year"
1,NA,1,0,66,4,31,1,1,2,-1,7,0,1,1,NA,2001
2,NA,1,0,-2,2,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,0,45,3,31,1,3,3,-1,1,1,1,1,NA,2001
-1,NA,0,1,55,3,31,1,2,1,-1,3,1,1,1,NA,2001
1,NA,1,0,85,3,31,1,3,1,-1,7,0,1,1,NA,2001
-1,NA,0,1,55,2,31,1,2,1,-1,3,1,1,1,NA,2001
-1,NA,0,1,-2,2,31,1,1,1,-1,8,0,1,1,NA,2001
1,NA,1,0,25,2,31,1,1,6,-1,3,1,1,1,NA,2001
1,NA,1,0,26,2,31,1,1,6,-1,3,1,1,1,NA,2001
1,NA,1,0,24,2,31,1,1,2,-1,3,1,1,1,NA,2001
2,NA,1,0,25,3,31,1,1,8,-1,3,1,6,0,NA,2001
-1,NA,0,0,-2,2,31,1,1,2,-1,7,0,1,1,NA,2001
-1,NA,0,0,35,2,31,1,1,3,-1,3,1,1,1,NA,2001
1,NA,1,0,25,3,31,1,1,8,-1,3,1,6,0,NA,2001
-1,NA,0,0,65,2,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,0,50,2,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,0,55,3,31,1,2,1,-1,1,1,1,1,NA,2001
-1,NA,0,1,26,2,31,1,1,2,-1,8,0,1,1,NA,2001
-1,NA,0,0,35,3,31,1,2,1,-1,3,1,1,1,NA,2001
-1,NA,0,0,70,3,31,1,1,1,-1,7,0,1,1,NA,2001
2,NA,1,1,-2,3,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,33,2,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,0,25,2,31,1,-1,6,-1,3,1,1,1,NA,2001
-1,NA,0,1,38,2,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,1,38,3,31,1,1,1,-1,3,1,1,1,NA,2001
2,NA,1,0,30,3,31,1,1,6,-1,3,1,1,1,NA,2001
-1,NA,0,1,54,3,31,1,1,2,-1,3,1,1,1,NA,2001
-1,NA,0,0,40,3,31,1,1,3,-1,3,1,1,1,NA,2001
-1,NA,0,0,55,3,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,0,37,2,31,1,1,6,-1,3,1,1,1,NA,2001
-1,NA,0,1,42,3,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,1,33,3,-2,0,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,0,76,2,31,1,2,1,-1,7,0,1,1,NA,2001
-1,NA,0,1,58,3,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,58,3,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,0,48,3,31,1,1,2,-1,3,1,1,1,NA,2001
-1,NA,0,0,76,3,31,1,1,1,-1,1,1,1,1,NA,2001
1,NA,1,0,22,2,31,1,1,2,-1,3,1,1,1,NA,2001
-1,NA,0,1,39,3,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,1,43,3,31,1,1,1,-1,3,1,1,1,NA,2001
-1,NA,0,0,46,3,31,1,1,3,-1,3,1,1,1,NA,2001
2,NA,1,0,60,3,31,1,3,1,-1,7,0,1,1,NA,2001
-1,NA,0,1,77,2,31,1,1,1,-1,7,0,5,0,NA,2001
3,NA,0,1,34,2,31,1,2,1,-1,6,0,1,1,NA,2001
4,NA,0,1,38,3,31,1,2,1,-1,6,0,1,1,NA,2001
3,NA,0,0,35,3,31,1,1,2,10,1,1,1,1,NA,2001
3,NA,0,1,26,3,31,1,1,1,-1,6,0,1,1,NA,2001
4,NA,0,1,25,2,31,1,1,1,-1,1,1,5,0,NA,2001
3,NA,0,1,25,3,31,1,2,1,-1,6,0,1,1,NA,2001
3,NA,0,1,25,3,31,1,2,1,10,6,0,1,1,NA,2001
3,NA,0,0,25,3,31,1,1,3,10,1,1,1,1,NA,2001
3,NA,0,1,83,3,31,1,1,1,-1,7,0,5,0,NA,2001
3,NA,0,1,54,3,31,1,1,1,-1,7,0,5,0,NA,2001
3,NA,0,1,22,3,31,1,1,6,1,7,0,1,1,NA,2001
3,NA,0,0,65,3,31,1,1,1,-1,1,1,1,1,NA,2001
3,NA,0,0,35,3,31,1,2,2,10,1,1,1,1,NA,2001
3,NA,0,0,50,3,31,1,1,1,-1,1,1,1,1,NA,2001
4,NA,0,1,24,2,31,1,1,1,10,1,1,5,0,NA,2001
3,NA,0,1,32,3,31,1,1,1,-1,6,0,1,1,NA,2001
3,NA,0,1,55,2,31,1,1,1,-1,7,0,5,0,NA,2001
3,NA,0,1,30,3,31,1,1,3,10,1,1,1,1,NA,2001
3,NA,0,1,25,2,31,1,1,1,-1,1,1,5,0,NA,2001
4,NA,0,0,40,3,31,1,2,1,10,1,1,1,1,NA,2001
3,NA,0,0,40,3,31,1,1,3,1,1,1,1,1,NA,2001
3,NA,0,0,70,3,31,1,1,1,-1,2,1,1,1,NA,2001
3,NA,0,0,27,3,31,1,1,8,1,7,0,1,1,NA,2001
3,NA,0,0,52,2,31,1,1,2,-1,1,1,1,1,NA,2001
3,NA,0,1,25,3,31,1,1,2,1,7,0,1,1,NA,2001
3,NA,0,1,40,4,31,1,1,6,10,6,0,1,1,NA,2001
3,NA,0,1,50,3,31,1,1,2,-1,6,0,1,1,NA,2001
3,NA,0,1,60,3,31,1,1,1,-1,7,0,5,0,NA,2001
2,NA,1,0,64,3,31,1,2,2,-1,1,1,1,1,NA,2001
4,NA,0,0,40,4,31,1,1,7,10,1,1,1,1,NA,2001
3,NA,0,1,35,5,31,1,1,8,10,1,1,1,1,NA,2001
4,NA,0,1,25,2,49,0,1,1,-1,6,0,1,1,NA,2001
4,NA,0,1,50,5,31,1,1,1,-1,7,0,5,0,NA,2001
3,NA,0,0,48,4,31,1,1,6,-1,1,1,1,1,NA,2001
3,NA,0,0,50,3,31,1,1,3,-1,1,1,1,1,NA,2001
2,NA,1,1,48,3,31,1,2,1,1,6,0,1,1,NA,2001
3,NA,0,1,40,3,31,1,1,2,10,6,0,1,1,NA,2001
4,NA,0,0,70,4,31,1,1,2,10,5,0,1,1,NA,2001
4,NA,0,1,32,4,31,1,1,3,10,6,0,1,1,NA,2001
4,NA,0,1,65,3,31,1,1,1,-1,7,0,1,1,NA,2001
3,NA,0,1,32,3,49,0,1,1,-1,6,0,1,1,NA,2001
3,NA,0,0,35,3,31,1,1,3,-1,1,1,1,1,NA,2001
4,NA,0,1,40,3,31,1,2,2,-1,6,0,1,1,NA,2001
3,NA,0,0,35,3,31,1,1,2,1,1,1,1,1,NA,2001
3,NA,0,1,40,3,31,1,1,2,-1,6,0,1,1,NA,2001
3,NA,0,0,35,3,31,1,1,1,1,1,1,1,1,NA,2001
4,NA,0,1,38,4,31,1,2,1,-1,6,0,1,1,NA,2001
4,NA,0,0,62,3,31,1,1,1,-1,7,0,1,1,NA,2001
3,NA,0,1,22,6,31,1,1,9,10,7,0,1,1,NA,2001
-1,NA,0,1,60,2,31,1,1,2,-1,6,0,5,0,NA,2001
3,NA,0,0,44,3,31,1,1,8,5,3,1,1,1,NA,2001
-1,NA,0,0,54,2,31,1,1,1,-1,1,1,1,1,NA,2001
-1,NA,0,1,32,2,31,1,2,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,45,4,31,1,1,7,-1,7,0,1,1,NA,2001
-1,NA,0,1,47,2,31,1,3,1,-1,6,0,1,1,NA,2001
-1,NA,0,0,23,-1,31,1,3,2,-1,6,0,1,1,NA,2001
-1,NA,0,1,32,2,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,0,33,4,31,1,1,8,10,1,1,6,0,NA,2001
1,NA,1,0,24,5,31,1,4,8,-1,7,0,1,1,NA,2001
3,NA,0,0,28,4,49,0,1,9,10,1,1,1,1,NA,2001
1,NA,1,0,25,3,31,1,2,6,-1,3,1,1,1,NA,2001
1,NA,1,0,29,4,31,1,1,8,10,1,1,1,1,NA,2001
3,NA,0,1,29,3,31,1,1,9,-1,6,0,5,0,NA,2001
3,NA,0,0,41,6,31,1,3,8,-1,7,0,1,1,NA,2001
3,NA,0,0,49,4,31,1,2,7,-1,1,1,1,1,NA,2001
1,NA,1,0,81,3,31,1,1,6,-1,3,1,1,1,NA,2001
-1,NA,0,0,22,2,31,1,2,3,-1,3,1,6,0,NA,2001
-1,NA,0,0,35,3,31,1,2,2,-1,3,1,1,1,NA,2001
3,NA,0,1,29,6,31,1,1,9,-1,7,0,6,0,NA,2001
3,NA,0,0,34,6,31,1,2,9,5,3,1,1,1,NA,2001
3,NA,0,1,24,5,31,1,1,9,-1,3,1,1,1,NA,2001
3,NA,0,0,32,3,49,0,2,8,1,2,1,1,1,NA,2001
3,NA,0,0,60,3,31,1,4,2,-1,8,0,1,1,NA,2001
3,NA,0,1,39,-1,31,1,4,2,-1,6,0,1,1,NA,2001
-1,NA,0,1,51,3,31,1,2,2,-1,6,0,1,1,NA,2001
-1,NA,0,1,58,3,49,0,1,2,-1,6,0,1,1,NA,2001
3,NA,0,0,30,3,49,0,4,8,5,1,1,6,0,NA,2001
1,NA,1,0,32,3,31,1,3,1,5,2,1,1,1,NA,2001
1,NA,1,0,45,3,49,0,2,9,5,4,0,1,1,NA,2001
3,NA,0,1,74,3,31,1,2,7,1,6,0,1,1,NA,2001
4,NA,0,0,42,3,31,1,4,8,-1,1,1,2,0,NA,2001
3,NA,0,1,55,3,31,1,1,1,5,6,0,2,0,NA,2001
3,NA,0,1,72,7,31,1,1,3,5,6,0,2,0,NA,2001
1,NA,1,1,28,2,31,1,3,1,5,6,0,1,1,NA,2001
4,NA,0,0,39,3,64,0,1,8,5,1,1,2,0,NA,2001
1,NA,1,1,44,4,31,1,2,7,5,6,0,2,0,NA,2001
3,NA,0,0,19,4,64,0,2,8,5,1,1,6,0,NA,2001
2,NA,1,1,70,1,31,1,4,3,5,6,0,1,1,NA,2001
2,NA,1,1,79,4,31,1,1,6,10,6,0,1,1,NA,2001
4,NA,0,0,40,5,31,1,1,7,5,1,1,6,0,NA,2001
4,NA,0,1,55,3,31,1,4,6,-1,7,0,4,0,NA,2001
4,NA,0,0,30,5,31,1,3,9,5,7,0,6,0,NA,2001
1,NA,1,0,34,3,31,1,1,1,5,7,0,1,1,NA,2001
-1,NA,0,1,65,3,49,0,2,3,9,2,1,5,0,NA,2001
3,NA,0,1,24,6,49,0,1,9,2,1,1,6,0,NA,2001
1,NA,1,0,54,7,31,1,3,9,2,1,1,1,1,NA,2001
1,NA,1,0,55,5,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,0,52,4,31,1,1,1,10,3,1,1,1,NA,2001
-1,NA,0,1,29,5,31,1,1,3,-1,6,0,1,1,NA,2001
1,NA,1,0,29,5,31,1,1,7,10,3,1,1,1,NA,2001
1,NA,1,0,47,3,31,1,1,2,10,2,1,1,1,NA,2001
-1,NA,0,1,21,4,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,47,6,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,0,44,4,31,1,1,7,5,5,0,1,1,NA,2001
-1,NA,0,1,61,3,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,41,2,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,0,65,4,31,1,1,6,5,5,0,1,1,NA,2001
1,NA,1,0,81,5,31,1,1,1,10,4,0,1,1,NA,2001
-1,NA,0,1,35,5,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,54,5,31,1,1,1,-1,6,0,5,0,NA,2001
1,NA,1,0,39,4,31,1,1,2,10,3,1,1,1,NA,2001
1,NA,1,0,41,2,31,1,1,3,10,2,1,1,1,NA,2001
-1,NA,0,1,26,5,31,1,1,3,-1,6,0,1,1,NA,2001
1,NA,1,0,26,2,31,1,1,2,10,3,1,1,1,NA,2001
-1,NA,0,1,29,6,31,1,1,3,-1,6,0,1,1,NA,2001
1,NA,1,0,51,3,31,1,1,3,10,3,1,1,1,NA,2001
-1,NA,0,1,45,6,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,0,41,6,31,1,1,9,10,1,1,1,1,NA,2001
1,NA,1,0,68,4,31,1,1,3,5,3,1,1,1,NA,2001
1,NA,1,0,26,3,31,1,1,3,10,3,1,1,1,NA,2001
-1,NA,0,1,29,4,31,1,1,3,-1,6,0,1,1,NA,2001
1,NA,1,0,33,5,31,1,1,7,10,1,1,1,1,NA,2001
-1,NA,0,1,42,4,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,0,31,2,31,1,1,1,10,2,1,1,1,NA,2001
-1,NA,0,1,25,3,31,1,1,3,-1,6,0,1,1,NA,2001
-1,NA,0,1,51,5,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,37,3,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,52,5,31,1,1,3,-1,6,0,1,1,NA,2001
-1,NA,0,1,33,4,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,0,34,6,31,1,1,8,10,3,1,1,1,NA,2001
1,NA,1,1,21,5,31,1,1,9,-1,6,0,1,1,NA,2001
2,NA,1,1,41,5,31,1,1,9,10,1,1,1,1,NA,2001
2,NA,1,0,37,6,31,1,1,9,5,1,1,1,1,NA,2001
1,NA,1,0,25,5,31,1,1,9,10,1,1,1,1,NA,2001
1,NA,1,1,71,6,31,1,1,7,10,2,1,1,1,NA,2001
1,NA,1,0,41,6,31,1,1,9,10,1,1,1,1,NA,2001
2,NA,1,1,47,6,31,1,1,9,-1,6,0,1,1,NA,2001
1,NA,1,1,26,6,31,1,1,9,5,7,0,6,0,NA,2001
-1,NA,0,0,51,5,31,1,1,8,-1,6,0,1,1,NA,2001
-1,NA,0,1,71,7,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,1,35,7,31,1,1,7,5,3,1,1,1,NA,2001
1,NA,1,1,33,6,31,1,1,9,5,7,0,6,0,NA,2001
-1,NA,0,0,35,5,31,1,1,7,-1,6,0,1,1,NA,2001
1,NA,1,1,29,5,31,1,1,9,10,1,1,1,1,NA,2001
-1,NA,0,0,71,6,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,1,31,7,31,1,1,6,5,3,1,1,1,NA,2001
2,NA,1,0,60,3,31,1,2,1,10,7,0,5,0,NA,2001
1,NA,1,1,21,2,31,1,1,1,10,6,0,1,1,NA,2001
2,NA,1,1,20,2,53,0,2,1,-1,6,0,1,1,NA,2001
2,NA,1,1,25,5,64,0,1,7,8,6,0,1,1,NA,2001
2,NA,1,0,42,3,31,1,1,7,8,1,1,1,1,NA,2001
2,NA,1,0,30,3,49,0,1,7,5,3,1,1,1,NA,2001
-1,NA,0,1,32,3,49,0,1,3,5,6,0,1,1,NA,2001
2,NA,1,1,25,3,49,0,2,1,5,6,0,1,1,NA,2001
2,NA,1,0,35,3,49,0,1,7,5,7,0,1,1,NA,2001
2,NA,1,0,30,2,53,0,2,1,5,7,0,1,1,NA,2001
2,NA,1,0,65,3,31,1,2,7,8,5,0,1,1,NA,2001
2,NA,1,0,60,1,53,0,1,6,5,7,0,1,1,NA,2001
1,NA,1,1,35,2,53,0,2,1,5,6,0,1,1,NA,2001
2,NA,1,0,35,3,53,0,2,3,10,3,1,1,1,NA,2001
2,NA,1,1,60,3,31,1,1,1,10,6,0,1,1,NA,2001
2,NA,1,1,28,5,31,1,1,7,5,6,0,1,1,NA,2001
1,NA,1,1,21,4,31,1,1,8,10,7,0,1,1,NA,2001
2,NA,1,0,35,3,31,1,2,8,8,3,1,6,0,NA,2001
1,NA,1,0,32,5,31,1,1,9,8,3,1,1,1,NA,2001
2,NA,1,1,23,4,31,1,2,9,10,7,0,6,0,NA,2001
1,NA,1,1,22,4,31,1,1,9,10,7,0,6,0,NA,2001
2,NA,1,1,26,3,31,1,1,1,10,6,0,1,1,NA,2001
1,NA,1,0,25,4,31,1,1,7,10,7,0,6,0,NA,2001
2,NA,1,0,60,3,53,0,2,1,10,7,0,1,1,NA,2001
2,NA,1,0,25,3,53,0,2,1,5,7,0,1,1,NA,2001
1,NA,1,1,35,2,53,0,1,1,5,7,0,1,1,NA,2001
2,NA,1,0,30,5,31,1,2,7,8,1,1,1,1,NA,2001
1,NA,1,0,51,3,31,1,1,3,10,3,1,1,1,NA,2001
1,NA,1,1,39,2,31,1,1,3,10,6,0,1,1,NA,2001
1,NA,1,0,43,4,31,1,1,9,10,3,1,1,1,NA,2001
1,NA,1,0,31,2,31,1,1,1,8,3,1,1,1,NA,2001
1,NA,1,0,20,2,31,1,1,7,10,7,0,6,0,NA,2001
1,NA,1,1,23,2,31,1,1,7,10,6,0,1,1,NA,2001
1,NA,1,1,26,3,31,1,1,6,10,6,0,1,1,NA,2001
1,NA,1,0,26,2,31,1,1,7,10,3,1,1,1,NA,2001
1,NA,1,0,25,2,31,1,1,8,10,7,0,6,0,NA,2001
1,NA,1,1,36,3,31,1,1,6,10,6,0,1,1,NA,2001
1,NA,1,0,38,3,31,1,1,7,10,3,1,1,1,NA,2001
1,NA,1,1,33,3,31,1,1,6,10,6,0,1,1,NA,2001
-1,NA,0,0,25,3,31,1,1,2,10,3,1,1,1,NA,2001
1,NA,1,0,28,3,31,1,1,6,10,3,1,1,1,NA,2001
1,NA,1,0,21,3,31,1,1,7,10,3,1,6,0,NA,2001
1,NA,1,1,21,3,31,1,1,7,10,6,0,1,1,NA,2001
1,NA,1,1,29,3,31,1,1,7,10,7,0,1,1,NA,2001
1,NA,1,1,43,3,31,1,1,3,10,6,0,1,1,NA,2001
1,NA,1,0,33,2,31,1,1,3,8,7,0,1,1,NA,2001
1,NA,1,0,29,4,31,1,1,9,10,3,1,1,1,NA,2001
1,NA,1,0,35,4,31,1,1,7,10,1,1,1,1,NA,2001
1,NA,1,1,36,3,31,1,1,3,10,6,0,1,1,NA,2001
1,NA,1,1,25,3,31,1,1,1,10,6,0,1,1,NA,2001
1,NA,1,0,61,3,31,1,1,1,8,3,1,1,1,NA,2001
1,NA,1,0,29,3,31,1,1,7,10,1,1,1,1,NA,2001
1,NA,1,1,26,3,31,1,1,1,8,6,0,1,1,NA,2001
1,NA,1,1,33,3,31,1,1,1,10,6,0,1,1,NA,2001
1,NA,1,1,31,3,31,1,1,1,10,6,0,1,1,NA,2001
1,NA,1,1,26,3,31,1,1,6,8,6,0,1,1,NA,2001
1,NA,1,0,48,4,31,1,1,3,10,1,1,1,1,NA,2001
1,NA,1,0,46,4,31,1,1,9,10,1,1,1,1,NA,2001
1,NA,1,0,31,3,31,1,1,3,8,1,1,1,1,NA,2001
1,NA,1,0,23,3,31,1,1,6,10,7,0,6,0,NA,2001
1,NA,1,0,51,3,31,1,1,1,10,1,1,1,1,NA,2001
1,NA,1,0,46,3,31,1,1,6,-1,3,1,1,1,NA,2001
1,NA,1,0,61,5,31,1,1,3,-1,5,0,1,1,NA,2001
1,NA,1,0,48,4,31,1,2,6,-1,3,1,1,1,NA,2001
-1,NA,0,1,44,5,31,1,1,6,-1,6,0,1,1,NA,2001
1,NA,1,0,42,5,31,1,1,8,-1,3,1,1,1,NA,2001
1,NA,1,0,51,5,31,1,2,8,10,1,1,1,1,NA,2001
1,NA,1,0,40,5,31,1,2,9,5,1,1,1,1,NA,2001
1,NA,1,0,45,3,31,1,1,1,-1,1,1,1,1,NA,2001
-1,NA,0,0,26,3,31,1,1,2,-1,3,1,6,0,NA,2001
1,NA,1,1,45,5,31,1,1,8,-1,6,0,1,1,NA,2001
-1,NA,0,0,28,4,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,0,52,5,31,1,1,9,-1,1,1,1,1,NA,2001
-1,NA,0,0,48,2,31,1,1,2,-1,3,1,1,1,NA,2001
1,NA,1,1,33,5,31,1,1,8,-1,1,1,1,1,NA,2001
1,NA,1,1,40,5,31,1,1,9,-1,3,1,1,1,NA,2001
1,NA,1,0,66,4,31,1,1,7,-1,5,0,1,1,NA,2001
-1,NA,0,1,49,5,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,50,2,31,1,1,1,-1,6,0,5,0,NA,2001
1,NA,1,0,64,4,31,1,1,7,-1,5,0,1,1,NA,2001
-1,NA,0,1,41,3,31,1,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,30,3,31,1,1,3,-1,6,0,1,1,NA,2001
1,NA,1,0,40,3,31,1,1,6,-1,3,1,1,1,NA,2001
-1,NA,0,0,45,2,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,1,32,5,31,1,1,6,-1,6,0,1,1,NA,2001
1,NA,1,0,51,3,31,1,2,7,-1,8,0,1,1,NA,2001
1,NA,1,0,51,4,31,1,1,9,-1,1,1,1,1,NA,2001
-1,NA,0,1,40,5,31,1,2,7,-1,6,0,1,1,NA,2001
1,NA,1,1,26,5,31,1,1,9,-1,6,0,1,1,NA,2001
1,NA,1,0,27,5,31,1,2,9,10,2,1,1,1,NA,2001
1,NA,1,0,35,4,31,1,2,6,-1,3,1,1,1,NA,2001
1,NA,1,0,35,4,31,1,2,9,-1,3,1,1,1,NA,2001
1,NA,1,0,61,3,31,1,1,6,10,3,1,1,1,NA,2001
1,NA,1,0,38,3,31,1,2,7,-1,3,1,1,1,NA,2001
1,NA,1,1,40,4,31,1,1,6,-1,6,0,1,1,NA,2001
1,NA,1,1,48,5,31,1,2,9,1,6,0,1,1,NA,2001
1,NA,1,1,35,3,31,1,2,6,-1,6,0,1,1,NA,2001
2,NA,1,0,41,5,49,0,2,9,-1,3,1,1,1,NA,2001
1,NA,1,1,45,4,31,1,1,6,-1,6,0,1,1,NA,2001
2,NA,1,0,46,6,31,1,2,9,3,1,1,1,1,NA,2001
-1,NA,0,0,27,3,31,1,1,1,-1,3,1,1,1,NA,2001
1,NA,1,0,43,5,31,1,1,9,-1,1,1,1,1,NA,2001
2,NA,1,0,32,6,31,1,1,9,-1,3,1,1,1,NA,2001
1,NA,1,1,38,4,31,1,2,6,-1,6,0,1,1,NA,2001
1,NA,1,1,41,6,31,1,1,6,-1,6,0,1,1,NA,2001
1,NA,1,0,42,5,31,1,1,9,-1,1,1,1,1,NA,2001
1,NA,1,0,28,3,31,1,2,6,-1,3,1,6,0,NA,2001
2,NA,1,0,28,2,31,1,1,3,-1,3,1,6,0,NA,2001
-1,NA,0,0,35,2,49,0,1,1,-1,8,0,1,1,NA,2001
-2,NA,0,1,22,2,31,1,1,6,-1,6,0,1,1,NA,2001
1,NA,1,1,33,3,31,1,2,3,-1,6,0,1,1,NA,2001
-1,NA,0,1,40,3,31,1,1,3,-1,6,0,1,1,NA,2001
1,NA,1,0,40,3,49,0,1,8,-1,3,1,1,1,NA,2001
1,NA,1,1,30,5,31,1,2,8,-1,1,1,1,1,NA,2001
-1,NA,0,1,60,3,31,1,2,1,-1,6,0,1,1,NA,2001
-1,NA,0,0,45,4,31,1,3,2,-1,2,1,1,1,NA,2001
1,NA,1,1,32,3,31,1,1,1,5,2,1,1,1,NA,2001
1,NA,1,1,30,3,12,0,1,-1,-1,6,0,1,1,NA,2001
3,NA,0,1,20,3,49,0,1,7,5,7,0,1,1,NA,2001
-1,NA,0,1,30,3,31,1,1,3,-1,-1,1,1,1,NA,2001
-1,NA,0,1,55,3,31,1,-1,1,-1,-1,1,1,1,NA,2001
-1,NA,0,0,25,4,31,1,1,2,-1,2,1,1,1,NA,2001
-1,NA,0,1,60,3,31,1,1,1,-1,2,1,1,1,NA,2001
1,NA,1,0,45,4,31,1,1,1,-1,2,1,1,1,NA,2001
-1,NA,0,1,30,3,31,1,1,2,-1,6,0,1,1,NA,2001
1,NA,1,0,25,3,31,1,1,2,5,2,1,1,1,NA,2001
-1,NA,0,0,50,4,31,1,1,2,-1,3,1,1,1,NA,2001
-1,NA,0,1,30,3,49,0,1,1,-1,6,0,1,1,NA,2001
-1,NA,0,1,60,3,31,1,1,2,-1,6,0,1,1,NA,2001
2,NA,1,0,43,3,49,0,1,2,-1,1,1,1,1,NA,2001
-1,NA,0,0,41,3,31,1,1,2,-1,-1,1,1,1,NA,2001
-1,NA,0,0,50,3,31,1,1,1,-1,4,0,2,0,NA,2001
-1,NA,0,0,50,3,31,1,1,1,5,3,1,2,0,NA,2001
1,NA,1,0,35,3,31,1,2,3,5,-1,1,2,0,NA,2001
-1,NA,0,0,55,4,31,1,1,1,-1,-1,1,2,0,NA,2001
-1,NA,0,0,40,3,31,1,1,-1,-1,6,0,2,0,NA,2001
2,NA,1,1,35,3,31,1,1,1,-1,6,0,2,0,NA,2001
2,NA,1,0,35,3,31,1,1,2,-1,2,1,2,0,NA,2001
-1,NA,0,0,35,3,31,1,3,2,-1,1,1,1,1,NA,2001
1,NA,1,0,23,3,31,1,1,7,5,4,0,2,0,NA,2001
-1,NA,0,1,28,3,31,1,2,2,-1,6,0,2,0,NA,2001
-1,NA,0,0,43,3,31,1,1,-1,-1,-2,1,2,0,NA,2001
-1,NA,0,0,50,3,31,1,1,2,10,3,1,2,0,NA,2001
-1,NA,0,0,30,3,31,1,1,6,5,2,1,2,0,NA,2001
-1,NA,0,1,25,3,31,1,1,1,-1,6,0,2,0,NA,2001
-1,NA,0,1,28,2,31,1,2,2,-1,-1,1,2,0,NA,2001
-1,NA,0,1,45,3,31,1,-1,1,-1,-1,1,2,0,NA,2001
-1,NA,0,1,63,3,49,0,1,1,-1,7,0,2,0,NA,2001
-1,NA,0,1,21,3,49,0,1,1,-1,7,0,2,0,NA,2001
-1,NA,0,1,73,3,49,0,1,2,-1,8,0,2,0,NA,2001
-1,NA,0,0,43,3,31,1,1,2,5,2,1,2,0,NA,2001
-1,NA,0,0,43,3,31,1,1,6,5,7,0,2,0,NA,2001
-1,NA,0,1,53,2,31,1,-1,1,-1,7,0,2,0,NA,2001
-1,NA,0,1,53,4,31,1,-1,1,-1,7,0,2,0,NA,2001
2,NA,1,0,34,2,31,1,3,1,1,1,1,2,0,NA,2001
-1,NA,0,0,38,3,49,0,2,2,5,1,1,2,0,NA,2001
-1,NA,0,1,38,3,49,0,1,1,-1,2,1,2,0,NA,2001
2,NA,1,0,25,3,31,1,3,7,5,2,1,2,0,NA,2001
-1,NA,0,1,25,3,49,0,1,2,-1,7,0,2,0,NA,2001
-1,NA,0,0,28,3,31,1,1,6,5,2,1,2,0,NA,2001
-1,NA,0,1,43,3,49,0,1,1,-1,7,0,2,0,NA,2001
2,NA,1,1,36,5,31,1,1,8,-1,7,0,2,0,NA,2001
-1,NA,0,0,45,3,31,1,1,1,5,2,1,2,0,NA,2001
2,NA,1,0,26,3,31,1,1,7,-1,1,1,2,0,NA,2001
1,NA,1,0,26,3,31,1,3,8,-1,3,1,1,1,NA,2001
-1,NA,0,1,30,5,31,1,2,8,-1,6,0,1,1,NA,2001
-1,NA,0,1,50,3,31,1,1,1,-1,3,1,5,0,NA,2001
2,NA,1,1,28,5,31,1,1,8,-1,6,0,1,1,NA,2001
1,NA,1,1,41,5,31,1,2,9,-1,1,1,1,1,NA,2001
1,NA,1,1,20,3,31,1,1,6,-1,7,0,6,0,NA,2001
1,NA,1,0,29,3,49,0,1,8,-1,3,1,6,0,NA,2001
-1,NA,0,1,54,4,31,1,1,1,-1,6,0,1,1,NA,2001
1,NA,1,1,32,4,64,0,1,7,-1,6,0,1,1,NA,2001
1,NA,1,0,35,3,31,1,2,6,-1,3,1,1,1,NA,2001
3,NA,0,0,48,1,31,1,1,2,1,2,1,1,1,NA,2001
3,NA,0,1,50,1,31,1,1,2,1,2,1,1,1,NA,2001
3,NA,0,0,39,4,64,0,1,3,10,2,1,1,1,NA,2001
3,NA,0,1,58,4,64,0,1,3,10,6,0,1,1,NA,2001
