"exp1_trt","outcome1","compl1","female","age","income","religion","Hindu","imp_rel","education","ideol","empl_status","employed","marital","married","job_worry","year"
1,1,1,0,25,4,6e+07,1,1,1,-2,4,0,1,1,4,2012
-1,1,0,0,64,1,6e+07,1,1,3,-2,8,0,1,1,1,2012
1,0,1,1,-1,4,6e+07,1,1,4,-2,5,0,1,1,2,2012
1,1,1,0,53,5,6e+07,1,1,5,-2,3,1,1,1,1,2012
-1,1,0,1,44,5,6e+07,1,1,4,-2,5,0,1,1,4,2012
1,0,1,1,41,6,6e+07,1,1,1,-2,5,0,1,1,3,2012
1,1,1,1,27,4,6e+07,1,1,2,-2,-2,1,1,1,2,2012
1,1,1,0,36,1,6e+07,1,1,4,-2,8,0,1,1,1,2012
1,1,1,0,46,5,6e+07,1,1,2,-2,8,0,1,1,4,2012
1,0,1,1,26,7,6e+07,1,1,2,-2,5,0,1,1,1,2012
1,1,1,0,50,7,9e+07,0,1,7,-2,1,1,1,1,4,2012
1,1,1,0,45,1,6e+07,1,1,4,-2,8,0,1,1,1,2012
1,1,1,0,33,1,6e+07,1,1,7,-2,2,1,1,1,1,2012
1,1,1,0,31,4,7e+07,0,1,7,-2,3,1,1,1,2,2012
1,1,1,0,46,5,6e+07,1,1,5,-2,3,1,1,1,1,2012
1,1,1,1,46,5,6e+07,1,1,4,-2,5,0,1,1,3,2012
1,1,1,1,35,1,6e+07,1,1,1,-2,8,0,1,1,1,2012
1,1,1,0,40,5,6e+07,1,1,7,-2,1,1,1,1,4,2012
2,1,1,0,50,1,6e+07,1,1,1,-2,8,0,1,1,3,2012
4,1,0,0,30,1,6e+07,1,1,9,-2,2,1,1,1,1,2012
1,1,1,0,36,1,6e+07,1,1,5,-2,1,1,1,1,2,2012
1,1,1,0,24,3,6e+07,1,1,6,-2,3,1,1,1,1,2012
1,1,1,1,26,4,6e+07,1,1,9,-2,5,0,1,1,1,2012
1,1,1,1,36,1,6e+07,1,1,1,-2,8,0,1,1,2,2012
1,1,1,0,54,3,6e+07,1,1,2,-2,7,0,1,1,2,2012
1,0,1,1,40,5,6e+07,1,1,3,-2,5,0,1,1,1,2012
1,0,1,0,58,6,6e+07,1,1,5,-2,8,0,1,1,1,2012
1,1,1,0,51,1,6e+07,1,1,1,-2,8,0,1,1,2,2012
2,0,1,0,63,4,6e+07,1,1,1,-2,8,0,5,0,4,2012
1,1,1,1,54,1,6e+07,1,1,1,-2,8,0,5,0,2,2012
1,0,1,1,75,2,6e+07,1,1,1,-2,5,0,1,1,4,2012
4,1,0,1,52,1,6e+07,1,1,1,-2,5,0,1,1,3,2012
1,1,1,0,66,1,6e+07,1,1,1,-2,8,0,1,1,4,2012
1,0,1,1,40,-2,6e+07,1,1,1,-2,5,0,1,1,2,2012
1,1,1,1,45,1,6e+07,1,1,1,-2,8,0,1,1,2,2012
1,0,1,1,46,5,6e+07,1,1,1,-2,5,0,5,0,2,2012
1,1,1,0,28,1,6e+07,1,1,1,-2,8,0,4,0,1,2012
1,1,1,0,35,1,6e+07,1,1,1,-2,8,0,1,1,1,2012
1,1,1,1,39,2,6e+07,1,1,1,-2,7,0,1,1,2,2012
1,1,1,0,26,4,6e+07,1,1,3,-2,8,0,1,1,1,2012
1,1,1,0,20,5,6e+07,1,1,6,-2,6,0,6,0,2,2012
1,1,1,1,22,5,6e+07,1,1,5,-2,5,0,1,1,2,2012
1,1,1,1,21,1,6e+07,1,1,3,-2,5,0,1,1,2,2012
1,1,1,0,32,5,5e+07,0,1,3,-2,3,1,1,1,1,2012
1,1,1,0,32,5,5e+07,0,1,4,-2,3,1,1,1,1,2012
1,1,1,1,32,5,6e+07,1,1,4,-2,5,0,1,1,1,2012
1,1,1,1,34,5,5e+07,0,1,2,-2,5,0,1,1,1,2012
1,1,1,0,62,5,5e+07,0,1,1,-2,5,0,1,1,1,2012
1,1,1,0,30,5,6e+07,1,1,4,-2,3,1,1,1,1,2012
-1,1,0,1,82,5,5e+07,0,1,1,-2,5,0,1,1,1,2012
1,1,1,1,47,5,5e+07,0,1,1,-2,5,0,1,1,1,2012
1,1,1,1,48,2,5e+07,0,1,1,-2,5,0,1,1,-1,2012
4,1,0,0,40,1,5e+07,0,1,1,-2,8,0,1,1,1,2012
2,1,1,0,-1,3,5e+07,0,1,4,-2,3,1,1,1,1,2012
1,1,1,0,68,1,5e+07,0,1,1,-2,5,0,1,1,4,2012
1,1,1,0,60,1,5e+07,0,1,1,-2,5,0,1,1,4,2012
1,1,1,0,32,2,6e+07,1,1,3,-2,8,0,1,1,2,2012
1,1,1,0,42,2,5e+07,0,1,3,-2,8,0,1,1,1,2012
2,1,1,1,42,3,5e+07,0,1,2,-2,5,0,1,1,4,2012
4,1,0,1,24,1,5e+07,0,1,4,-2,-2,1,1,1,1,2012
1,1,1,0,42,10,5e+07,0,1,1,-2,5,0,1,1,1,2012
2,1,1,0,35,-2,5e+07,0,1,1,-2,5,0,1,1,4,2012
1,0,1,1,32,5,5e+07,0,1,3,-2,5,0,1,1,1,2012
1,1,1,0,32,10,5e+07,0,1,3,-2,8,0,1,1,1,2012
1,1,1,0,-1,8,5e+07,0,1,1,-2,8,0,1,1,1,2012
1,0,1,0,22,6,5e+07,0,1,3,-2,1,1,1,1,1,2012
-1,1,0,0,-1,-2,9e+07,0,1,9,-2,-2,1,1,1,-1,2012
1,1,1,0,30,5,5e+07,0,1,4,-2,3,1,1,1,4,2012
1,1,1,0,27,6,5e+07,0,1,3,-2,8,0,1,1,1,2012
1,1,1,0,-1,10,5e+07,0,1,1,-2,5,0,1,1,1,2012
1,1,1,1,55,5,5e+07,0,1,1,-2,5,0,1,1,4,2012
1,1,1,0,62,10,5e+07,0,1,1,-2,8,0,1,1,1,2012
1,1,1,0,65,2,5e+07,0,1,1,-2,8,0,1,1,1,2012
1,1,1,1,50,10,5e+07,0,1,1,-2,2,1,1,1,1,2012
1,1,1,0,26,2,5e+07,0,1,4,-2,3,1,1,1,1,2012
1,1,1,0,27,5,6e+07,1,1,7,-2,3,1,1,1,1,2012
-1,1,0,0,48,3,9e+07,0,1,3,-2,3,1,1,1,-1,2012
1,1,1,0,45,5,6e+07,1,1,5,-2,5,0,1,1,2,2012
1,1,1,1,30,5,6e+07,1,1,5,-2,5,0,1,1,1,2012
1,1,1,1,26,5,6e+07,1,1,5,-2,5,0,1,1,4,2012
1,1,1,0,38,5,6e+07,1,1,5,-2,3,1,1,1,3,2012
1,0,1,1,67,5,6e+07,1,1,1,-2,5,0,1,1,3,2012
1,1,1,1,28,6,6e+07,1,1,5,-2,5,0,1,1,1,2012
1,1,1,0,22,5,6e+07,1,1,7,-2,3,1,1,1,1,2012
1,1,1,1,70,1,6e+07,1,1,1,-2,5,0,1,1,4,2012
1,1,1,0,43,5,6e+07,1,1,4,-2,3,1,1,1,1,2012
1,1,1,1,23,5,6e+07,1,1,7,-2,5,0,6,0,1,2012
1,1,1,1,32,5,6e+07,1,1,5,-2,5,0,1,1,1,2012
1,1,1,0,45,1,5e+07,0,1,1,-2,8,0,1,1,1,2012
1,1,1,1,48,2,6e+07,1,1,1,-2,5,0,1,1,1,2012
1,1,1,1,35,1,5e+07,0,1,1,-2,5,0,1,1,1,2012
4,1,0,0,38,4,5e+07,0,1,3,-2,3,1,6,0,1,2012
1,1,1,0,74,10,5e+07,0,1,1,-2,5,0,1,1,1,2012
1,1,1,1,24,4,6e+07,1,1,3,-2,5,0,1,1,1,2012
4,1,0,0,85,4,5e+07,0,1,1,-2,7,0,1,1,1,2012
4,1,0,1,48,3,5e+07,0,1,1,-2,8,0,1,1,1,2012
1,1,1,0,40,2,5e+07,0,1,3,-2,3,1,1,1,1,2012
-1,0,0,0,85,1,5e+07,0,1,1,-2,8,0,1,1,1,2012
1,1,1,0,60,3,6e+07,1,1,1,-2,8,0,1,1,1,2012
-1,1,0,1,50,6,6e+07,1,1,1,-2,5,0,1,1,1,2012
-1,1,0,1,68,1,5e+07,0,1,1,-2,5,0,1,1,1,2012
-1,1,0,0,52,10,6e+07,1,1,4,-2,8,0,1,1,1,2012
1,1,1,0,60,4,6e+07,1,1,1,-2,5,0,1,1,1,2012
1,1,1,1,78,10,6e+07,1,1,1,-2,5,0,1,1,1,2012
1,1,1,0,22,-2,6e+07,1,1,2,-2,5,0,1,1,1,2012
4,1,0,1,24,6,5e+07,0,2,9,3,5,0,1,1,4,2012
4,0,0,0,33,8,5e+07,0,1,1,8,1,1,1,1,2,2012
4,0,0,1,23,9,5e+07,0,1,9,7,6,0,6,0,1,2012
2,1,1,1,38,5,6e+07,1,1,5,6,5,0,1,1,1,2012
1,1,1,0,26,4,5e+07,0,1,4,9,1,1,1,1,1,2012
4,0,0,1,30,6,5e+07,0,1,1,8,5,0,1,1,1,2012
4,0,0,0,37,8,5e+07,0,1,3,6,1,1,1,1,1,2012
3,0,0,1,47,6,5e+07,0,1,2,4,5,0,1,1,4,2012
4,0,0,1,54,7,5e+07,0,1,2,7,5,0,1,1,4,2012
-1,1,0,0,42,4,6e+07,1,1,9,5,1,1,1,1,1,2012
3,0,0,0,55,9,5e+07,0,1,1,-2,1,1,1,1,3,2012
4,0,0,0,51,8,6e+07,1,1,5,3,3,1,1,1,1,2012
4,0,0,0,24,7,5e+07,0,1,9,7,6,0,6,0,3,2012
4,0,0,1,33,8,6e+07,1,1,5,8,5,0,1,1,3,2012
4,0,0,0,28,9,6e+07,1,2,9,8,6,0,6,0,2,2012
1,0,1,1,38,7,6e+07,1,2,7,7,2,1,6,0,1,2012
1,1,1,1,23,6,6e+07,1,4,5,6,5,0,1,1,1,2012
1,0,1,0,32,7,5e+07,0,1,5,5,2,1,1,1,1,2012
2,1,1,1,45,6,5e+07,0,1,5,6,5,0,1,1,2,2012
2,0,1,0,25,7,6e+07,1,2,9,6,6,0,6,0,2,2012
2,0,1,0,42,8,6e+07,1,1,7,7,2,1,1,1,2,2012
1,0,1,0,27,4,6e+07,1,2,9,5,7,0,6,0,1,2012
1,1,1,0,48,7,6e+07,1,2,7,5,2,1,1,1,2,2012
1,0,1,0,25,7,5e+07,0,2,9,6,6,0,6,0,1,2012
1,1,1,0,78,7,6e+07,1,1,2,6,5,0,1,1,1,2012
1,1,1,1,36,7,5e+07,0,4,5,4,2,1,1,1,1,2012
1,0,1,1,43,6,6e+07,1,3,9,6,2,1,1,1,1,2012
1,0,1,1,54,7,6e+07,1,3,5,7,3,1,1,1,1,2012
2,1,1,1,31,6,6e+07,1,3,9,4,2,1,1,1,1,2012
2,1,1,0,24,8,6e+07,1,2,9,9,6,0,6,0,1,2012
2,1,1,1,19,6,6e+07,1,2,8,7,7,0,6,0,3,2012
2,0,1,0,30,5,6e+07,1,1,5,4,5,0,1,1,3,2012
2,0,1,0,25,3,6e+07,1,3,5,6,1,1,1,1,3,2012
3,0,0,1,74,2,6e+07,1,1,1,6,5,0,5,0,4,2012
3,0,0,0,67,4,6e+07,1,1,1,5,3,1,1,1,3,2012
3,0,0,0,42,2,6e+07,1,1,1,7,3,1,1,1,2,2012
3,0,0,1,40,6,6e+07,1,1,5,4,1,1,1,1,4,2012
2,1,1,0,46,3,6e+07,1,2,1,5,3,1,1,1,2,2012
3,0,0,1,58,3,6e+07,1,2,1,5,2,1,1,1,2,2012
3,1,0,1,63,3,6e+07,1,1,1,6,5,0,1,1,3,2012
3,1,0,0,52,5,6e+07,1,2,1,5,1,1,1,1,2,2012
1,1,1,1,83,3,6e+07,1,2,1,4,5,0,1,1,4,2012
4,1,0,1,32,1,6e+07,1,2,1,6,1,1,1,1,2,2012
3,1,0,0,38,6,6e+07,1,2,9,7,1,1,1,1,2,2012
4,0,0,1,34,10,6e+07,1,1,1,10,1,1,1,1,3,2012
1,1,1,0,50,7,5e+07,0,4,5,5,2,1,1,1,2,2012
1,1,1,1,22,5,5e+07,0,2,9,5,6,0,6,0,1,2012
1,0,1,0,40,7,6e+07,1,2,5,6,2,1,1,1,1,2012
1,1,1,0,28,5,6e+07,1,3,7,6,2,1,1,1,1,2012
1,0,1,1,54,3,6e+07,1,-1,3,6,2,1,1,1,1,2012
1,0,1,0,58,5,6e+07,1,2,2,6,2,1,1,1,1,2012
1,0,1,0,25,7,6e+07,1,3,9,6,6,0,6,0,1,2012
1,0,1,1,21,5,6e+07,1,2,9,6,6,0,6,0,1,2012
2,1,1,0,42,7,5e+07,0,1,5,6,3,1,1,1,4,2012
-1,1,0,1,37,5,6e+07,1,2,7,5,5,0,1,1,4,2012
-1,0,0,1,50,6,6e+07,1,2,9,6,5,0,1,1,4,2012
4,0,0,0,62,6,6e+07,1,2,2,4,2,1,1,1,4,2012
3,0,0,1,28,5,5e+07,0,2,5,3,5,0,1,1,4,2012
-1,0,0,1,44,4,6e+07,1,2,5,5,3,1,1,1,3,2012
3,0,0,1,22,6,6e+07,1,1,1,5,5,0,1,1,-1,2012
-1,1,0,0,35,1,6e+07,1,-1,3,8,1,1,1,1,1,2012
1,0,1,0,42,2,6e+07,1,3,2,4,1,1,1,1,1,2012
4,0,0,0,43,9,6e+07,1,3,4,9,1,1,1,1,-1,2012
1,1,1,1,46,3,6e+07,1,3,2,4,1,1,1,1,1,2012
4,1,0,1,41,7,6e+07,1,3,1,10,1,1,1,1,1,2012
4,1,0,0,53,8,6e+07,1,2,1,9,1,1,1,1,1,2012
3,0,0,0,51,7,6e+07,1,1,2,2,3,1,1,1,1,2012
3,0,0,1,30,1,6e+07,1,1,2,10,1,1,1,1,2,2012
4,1,0,0,51,10,6e+07,1,-1,3,9,1,1,1,1,1,2012
3,0,0,0,31,7,6e+07,1,3,3,9,1,1,1,1,3,2012
2,1,1,0,31,4,6e+07,1,1,2,7,1,1,1,1,3,2012
4,1,0,1,45,7,6e+07,1,1,1,9,5,0,1,1,1,2012
1,1,1,1,33,7,6e+07,1,1,2,6,5,0,1,1,2,2012
3,1,0,1,51,3,6e+07,1,1,4,10,5,0,1,1,3,2012
4,1,0,1,55,8,6e+07,1,2,1,2,1,1,1,1,1,2012
3,0,0,1,27,4,6e+07,1,2,7,5,5,0,1,1,2,2012
4,0,0,0,32,8,6e+07,1,2,7,7,3,1,1,1,3,2012
4,1,0,1,29,7,6e+07,1,2,7,8,3,1,1,1,2,2012
3,0,0,1,35,6,6e+07,1,2,9,8,3,1,1,1,3,2012
4,1,0,1,32,6,6e+07,1,2,9,7,3,1,1,1,3,2012
-1,0,0,0,82,6,6e+07,1,2,1,6,4,0,5,0,3,2012
3,0,0,0,52,7,6e+07,1,2,3,8,3,1,1,1,3,2012
-1,1,0,0,72,7,6e+07,1,1,1,6,5,0,1,1,-1,2012
4,0,0,1,42,5,6e+07,1,3,7,6,5,0,1,1,3,2012
-1,1,0,1,42,7,6e+07,1,1,1,6,8,0,1,1,-1,2012
3,0,0,1,30,6,6e+07,1,2,7,6,3,1,1,1,2,2012
-1,1,0,0,82,6,5e+07,0,1,1,-2,-2,1,5,0,-1,2012
3,1,0,1,32,6,6e+07,1,2,7,5,3,1,1,1,4,2012
3,1,0,1,32,6,6e+07,1,2,9,6,5,0,1,1,4,2012
3,0,0,1,52,7,6e+07,1,2,5,6,5,0,1,1,3,2012
4,1,0,0,33,5,6e+07,1,2,9,6,1,1,1,1,2,2012
4,0,0,0,60,6,5e+07,0,2,2,5,3,1,1,1,4,2012
4,1,0,0,43,3,6e+07,1,2,5,5,2,1,1,1,2,2012
2,1,1,1,29,6,6e+07,1,2,5,5,5,0,1,1,2,2012
2,0,1,0,39,3,6e+07,1,2,7,7,3,1,1,1,2,2012
3,1,0,1,32,4,6e+07,1,2,7,5,5,0,1,1,-1,2012
3,0,0,0,47,5,6e+07,1,1,9,6,1,1,1,1,2,2012
-1,1,0,1,44,3,6e+07,1,2,4,5,5,0,1,1,-1,2012
-1,1,0,1,39,4,6e+07,1,2,6,2,5,0,1,1,-1,2012
1,1,1,0,45,4,6e+07,1,2,7,4,1,1,1,1,2,2012
3,1,0,0,36,4,6e+07,1,1,7,6,1,1,1,1,2,2012
2,0,1,0,36,5,6e+07,1,2,5,6,3,1,1,1,2,2012
-1,1,0,1,76,4,6e+07,1,1,1,-2,5,0,4,0,4,2012
1,0,1,1,33,4,6e+07,1,2,5,-2,5,0,1,1,4,2012
-1,1,0,1,40,4,6e+07,1,2,5,6,5,0,1,1,2,2012
3,0,0,1,30,5,6e+07,1,2,9,7,2,1,6,0,4,2012
2,1,1,0,38,6,6e+07,1,2,6,7,1,1,1,1,1,2012
2,0,1,1,40,6,6e+07,1,2,5,5,5,0,1,1,3,2012
2,1,1,0,42,5,5e+07,0,1,4,5,1,1,1,1,2,2012
3,1,0,0,23,5,5e+07,0,1,4,7,1,1,1,1,2,2012
2,1,1,0,40,6,8e+07,0,1,4,7,1,1,1,1,2,2012
1,1,1,0,34,7,5e+07,0,1,6,5,1,1,1,1,1,2012
3,1,0,0,32,6,6e+07,1,1,9,5,1,1,1,1,2,2012
-1,0,0,1,62,5,6e+07,1,1,5,8,3,1,1,1,3,2012
1,1,1,0,52,6,6e+07,1,2,9,5,1,1,1,1,3,2012
-1,1,0,1,52,6,6e+07,1,2,5,6,3,1,5,0,3,2012
4,0,0,1,42,7,6e+07,1,1,9,3,2,1,1,1,1,2012
3,1,0,0,36,6,6e+07,1,2,5,5,3,1,1,1,2,2012
4,1,0,0,42,7,6e+07,1,1,9,7,1,1,1,1,3,2012
4,1,0,0,52,5,6e+07,1,2,7,6,1,1,6,0,4,2012
2,1,1,1,66,3,6e+07,1,1,1,3,5,0,1,1,2,2012
2,1,1,0,51,7,6e+07,1,1,9,7,1,1,1,1,1,2012
3,1,0,1,35,4,5e+07,0,1,1,5,1,1,1,1,1,2012
1,1,1,1,26,5,5e+07,0,1,9,5,7,0,6,0,1,2012
2,1,1,1,23,5,5e+07,0,1,9,6,7,0,6,0,1,2012
2,1,1,0,44,5,5e+07,0,1,4,6,1,1,1,1,1,2012
1,1,1,0,29,5,5e+07,0,1,6,7,1,1,1,1,1,2012
2,1,1,0,53,5,5e+07,0,1,3,5,1,1,1,1,1,2012
3,1,0,1,30,5,5e+07,0,1,4,5,1,1,6,0,2,2012
4,1,0,1,46,5,5e+07,0,2,1,2,1,1,1,1,2,2012
2,1,1,1,41,5,5e+07,0,1,2,6,1,1,1,1,1,2012
2,1,1,0,36,5,5e+07,0,1,5,5,1,1,1,1,2,2012
2,1,1,0,46,7,5e+07,0,1,5,7,1,1,1,1,1,2012
3,1,0,1,53,4,5e+07,0,1,1,8,5,0,5,0,2,2012
1,1,1,0,30,5,5e+07,0,1,5,6,1,1,1,1,1,2012
2,0,1,1,49,3,5e+07,0,2,3,5,5,0,1,1,2,2012
3,0,0,0,59,4,5e+07,0,1,5,8,2,1,1,1,2,2012
3,0,0,1,30,3,5e+07,0,4,5,6,5,0,1,1,3,2012
3,0,0,0,46,5,5e+07,0,1,3,6,2,1,1,1,3,2012
1,1,1,1,27,7,5e+07,0,2,5,7,5,0,1,1,1,2012
1,0,1,1,46,8,5e+07,0,2,5,6,5,0,1,1,2,2012
3,0,0,1,29,8,5e+07,0,2,5,7,5,0,1,1,2,2012
2,1,1,1,35,8,5e+07,0,-1,5,7,5,0,1,1,2,2012
1,1,1,1,28,7,5e+07,0,2,7,7,2,1,1,1,2,2012
2,1,1,1,45,7,5e+07,0,2,2,8,5,0,1,1,1,2012
2,0,1,1,32,5,5e+07,0,-1,7,5,5,0,1,1,2,2012
1,1,1,1,32,7,5e+07,0,2,3,7,5,0,1,1,1,2012
1,1,1,1,34,5,5e+07,0,1,7,4,5,0,1,1,1,2012
2,1,1,0,30,5,5e+07,0,2,9,5,2,1,1,1,2,2012
4,0,0,1,33,6,6e+07,1,3,4,2,5,0,1,1,2,2012
1,1,1,1,65,5,6e+07,1,1,1,6,5,0,1,1,2,2012
1,1,1,1,29,6,6e+07,1,1,4,7,5,0,1,1,1,2012
1,1,1,1,57,8,6e+07,1,1,3,6,5,0,1,1,4,2012
4,1,0,0,26,5,6e+07,1,1,7,1,1,1,6,0,3,2012
4,1,0,0,30,2,6e+07,1,3,6,1,7,0,1,1,1,2012
4,0,0,0,64,5,6e+07,1,3,1,1,1,1,1,1,3,2012
1,1,1,1,32,1,6e+07,1,2,2,4,5,0,1,1,1,2012
4,1,0,0,64,8,6e+07,1,2,1,9,1,1,1,1,1,2012
4,1,0,1,48,1,6e+07,1,1,1,4,5,0,1,1,1,2012
1,1,1,0,53,6,6e+07,1,1,1,6,1,1,1,1,1,2012
2,0,1,1,32,8,6e+07,1,1,2,8,5,0,1,1,3,2012
4,1,0,0,48,7,6e+07,1,4,4,9,1,1,1,1,1,2012
2,0,1,1,37,6,6e+07,1,3,3,8,5,0,1,1,3,2012
3,1,0,0,59,8,6e+07,1,2,5,8,1,1,1,1,1,2012
2,0,1,0,62,5,6e+07,1,3,1,6,5,0,1,1,3,2012
4,0,0,0,79,5,6e+07,1,-1,1,6,4,0,1,1,1,2012
3,1,0,0,30,6,6e+07,1,-1,8,6,3,1,1,1,3,2012
1,0,1,0,44,2,6e+07,1,3,2,3,1,1,1,1,3,2012
2,0,1,1,39,5,6e+07,1,3,7,6,5,0,1,1,3,2012
4,0,0,0,58,6,6e+07,1,2,4,7,3,1,1,1,4,2012
4,1,0,1,47,5,6e+07,1,3,3,6,5,0,1,1,3,2012
4,1,0,0,56,3,6e+07,1,-1,3,6,3,1,1,1,3,2012
4,1,0,0,76,2,5e+07,0,-1,1,3,5,0,1,1,2,2012
4,1,0,1,32,4,6e+07,1,2,3,4,5,0,1,1,3,2012
4,1,0,0,30,5,6e+07,1,3,5,7,3,1,1,1,4,2012
3,1,0,0,29,3,5e+07,0,1,6,3,3,1,1,1,2,2012
1,1,1,1,35,3,5e+07,0,2,3,2,5,0,1,1,1,2012
4,1,0,0,25,4,5e+07,0,1,6,4,2,1,6,0,2,2012
4,0,0,0,40,4,6e+07,1,-1,5,4,1,1,1,1,2,2012
4,0,0,0,61,4,5e+07,0,1,3,4,2,1,1,1,3,2012
4,0,0,1,40,3,6e+07,1,2,3,4,2,1,1,1,2,2012
3,1,0,0,37,4,6e+07,1,2,4,6,1,1,1,1,2,2012
4,0,0,1,54,5,6e+07,1,2,1,8,5,0,1,1,3,2012
3,0,0,0,44,4,6e+07,1,3,3,5,1,1,1,1,2,2012
3,0,0,0,55,6,6e+07,1,3,4,7,1,1,1,1,3,2012
4,1,0,0,57,4,6e+07,1,2,1,5,7,0,1,1,3,2012
3,0,0,0,32,5,5e+07,0,1,8,4,3,1,1,1,2,2012
3,0,0,0,73,4,5e+07,0,1,1,4,5,0,1,1,2,2012
4,0,0,0,42,2,5e+07,0,1,3,2,1,1,1,1,2,2012
3,1,0,1,42,4,5e+07,0,1,1,4,5,0,1,1,2,2012
3,1,0,1,38,4,6e+07,1,2,7,7,5,0,1,1,2,2012
3,1,0,0,31,6,5e+07,0,2,7,3,1,1,1,1,2,2012
3,0,0,0,32,5,5e+07,0,1,5,4,1,1,1,1,2,2012
4,0,0,1,43,3,5e+07,0,2,3,3,5,0,1,1,2,2012
3,0,0,1,42,2,6e+07,1,2,1,5,1,1,6,0,3,2012
2,1,1,0,31,4,6e+07,1,1,3,5,1,1,1,1,1,2012
2,1,1,0,52,4,6e+07,1,1,1,6,1,1,1,1,1,2012
1,1,1,0,60,6,6e+07,1,2,7,6,4,0,1,1,3,2012
2,1,1,1,35,3,6e+07,1,1,2,4,1,1,5,0,2,2012
1,1,1,1,46,4,6e+07,1,2,1,5,1,1,1,1,2,2012
2,0,1,1,31,2,6e+07,1,2,3,5,1,1,1,1,4,2012
4,1,0,0,55,2,6e+07,1,2,1,4,1,1,1,1,1,2012
3,1,0,0,35,4,6e+07,1,1,1,7,1,1,6,0,1,2012
2,1,1,0,21,3,6e+07,1,2,2,6,1,1,6,0,1,2012
1,1,1,0,66,3,6e+07,1,2,2,7,1,1,1,1,3,2012
2,1,1,0,35,5,6e+07,1,2,7,4,1,1,1,1,2,2012
2,1,1,1,66,4,6e+07,1,1,1,4,2,1,5,0,1,2012
2,1,1,1,38,5,6e+07,1,1,5,6,1,1,1,1,2,2012
1,1,1,0,28,7,6e+07,1,2,9,8,1,1,1,1,1,2012
4,1,0,0,52,4,5e+07,0,1,1,1,3,1,1,1,4,2012
2,1,1,0,27,5,5e+07,0,1,7,2,3,1,1,1,4,2012
4,0,0,1,30,4,5e+07,0,3,7,3,5,0,1,1,3,2012
3,1,0,0,24,6,5e+07,0,1,9,2,3,1,6,0,3,2012
3,1,0,1,25,4,5e+07,0,2,2,2,5,0,6,0,2,2012
3,1,0,0,25,4,5e+07,0,2,5,2,1,1,6,0,3,2012
4,1,0,0,25,4,5e+07,0,2,9,3,1,1,6,0,3,2012
4,1,0,0,44,4,5e+07,0,2,3,5,1,1,1,1,2,2012
4,1,0,1,25,4,5e+07,0,2,7,5,5,0,1,1,3,2012
2,1,1,0,29,5,5e+07,0,2,8,4,3,1,6,0,4,2012
3,1,0,0,27,4,5e+07,0,2,7,3,3,1,6,0,2,2012
4,1,0,1,32,1,5e+07,0,2,6,3,5,0,1,1,2,2012
1,1,1,1,27,1,5e+07,0,2,7,2,5,0,1,1,1,2012
3,0,0,0,28,5,5e+07,0,1,8,2,1,1,6,0,2,2012
4,1,0,1,24,4,5e+07,0,2,5,3,5,0,1,1,2,2012
3,0,0,0,47,7,6e+07,1,2,5,6,2,1,1,1,2,2012
4,0,0,0,32,7,6e+07,1,3,5,7,3,1,1,1,2,2012
-1,0,0,1,52,4,6e+07,1,1,2,3,2,1,1,1,3,2012
3,0,0,1,32,7,5e+07,0,2,3,6,2,1,1,1,2,2012
4,1,0,0,33,7,5e+07,0,2,5,7,2,1,1,1,2,2012
-1,1,0,1,42,7,6e+07,1,2,2,7,2,1,1,1,-1,2012
-1,0,0,1,62,6,6e+07,1,-1,1,5,2,1,1,1,2,2012
-1,1,0,1,47,6,6e+07,1,2,1,6,8,0,1,1,1,2012
-1,0,0,1,33,6,6e+07,1,1,3,7,2,1,1,1,-1,2012
4,0,0,0,67,4,8e+07,0,3,2,7,1,1,1,1,3,2012
4,0,0,1,32,7,6e+07,1,2,7,9,5,0,1,1,3,2012
-1,1,0,1,52,7,6e+07,1,2,1,7,5,0,5,0,2,2012
-1,0,0,0,47,7,6e+07,1,1,5,9,1,1,1,1,2,2012
4,0,0,0,52,8,6e+07,1,2,7,8,3,1,1,1,1,2012
4,0,0,1,32,8,6e+07,1,2,9,8,5,0,1,1,3,2012
3,0,0,0,47,5,6e+07,1,2,7,3,3,1,1,1,3,2012
3,1,0,0,34,5,6e+07,1,2,9,8,2,1,1,1,4,2012
3,1,0,0,59,4,6e+07,1,2,5,4,1,1,1,1,2,2012
3,1,0,0,44,4,6e+07,1,2,7,1,1,1,1,1,3,2012
3,1,0,0,68,2,6e+07,1,2,3,2,4,0,1,1,3,2012
3,1,0,1,44,4,5e+07,0,1,3,8,5,0,1,1,3,2012
3,1,0,1,67,4,8e+07,0,1,3,5,7,0,3,0,3,2012
3,1,0,0,55,5,6e+07,1,2,9,8,1,1,1,1,3,2012
3,1,0,0,58,4,8e+07,0,2,5,8,1,1,1,1,3,2012
3,1,0,0,40,3,6e+07,1,2,5,3,1,1,1,1,1,2012
3,1,0,0,37,4,6e+07,1,3,7,8,1,1,1,1,4,2012
3,1,0,0,57,4,8e+07,0,1,9,8,1,1,1,1,4,2012
2,0,1,0,46,2,6e+07,1,3,2,1,4,0,1,1,4,2012
4,1,0,1,46,1,6e+07,1,3,2,3,7,0,1,1,1,2012
2,1,1,1,23,5,6e+07,1,2,9,5,5,0,6,0,3,2012
4,0,0,1,70,3,5e+07,0,1,2,4,4,0,1,1,4,2012
3,1,0,1,40,5,6e+07,1,1,9,7,1,1,1,1,2,2012
3,1,0,0,44,5,6e+07,1,2,9,8,1,1,1,1,3,2012
